city_name,date,total_orders,roc_orders,wg_orders,roc_fee,wg_fee
city_120,2023-02-07,1,,,,
city_121,2023-02-07,1,,,,
city_125,2023-02-07,5,1,,50,
city_133,2023-02-07,1,,,,
city_160,2023-02-07,5,1,,50,
city_172,2023-02-07,1,,,,
city_173,2023-02-07,6,,,,
city_176,2023-02-07,1,,,,
city_186,2023-02-07,1,,,,
city_189,2023-02-07,1,,,,
city_247,2023-02-07,1,,,,
city_264,2023-02-07,1,,,,
city_300,2023-02-07,1,,,,
city_331,2023-02-07,1,,,,
city_351,2023-02-07,1,,,,
city_374,2023-02-07,20,2,3,50,100
"Miami, FL",2023-02-07,6,,1,,150
city_410,2023-02-07,2,,,,
city_411,2023-02-07,2,,,,
city_440,2023-02-07,4,,,,
city_447,2023-02-07,35,3,6,50,100
city_464,2023-02-07,1,,,,
city_471,2023-02-07,1,,,,
city_494,2023-02-07,4,,,,
city_495,2023-02-07,4,1,,50,
city_510,2023-02-07,4,1,,50,
city_512,2023-02-07,2,,,,
city_516,2023-02-07,1,,,,
city_522,2023-02-07,1,1,,50,
city_529,2023-02-07,1,,,,
city_532,2023-02-07,1,,,,
city_538,2023-02-07,1,,,,
city_548,2023-02-07,1,,,,
city_554,2023-02-07,1,,,,
city_555,2023-02-07,1,,,,
city_556,2023-02-07,2,,,,
city_558,2023-02-07,2,,,,
city_559,2023-02-07,3,,2,,100
"San Francisco, CA",2023-02-07,19,,1,,150
city_561,2023-02-07,11,1,2,50,100
city_562,2023-02-07,1,,1,,100
city_574,2023-02-07,6,,1,,100
city_575,2023-02-07,1,,,,
city_599,2023-02-07,1,,1,,100
city_619,2023-02-07,1,1,,50,
city_629,2023-02-07,1,,,,
city_640,2023-02-07,1,,,,
city_645,2023-02-07,1,,,,
city_673,2023-02-07,13,2,3,50,100
city_704,2023-02-08,2,,,,
city_009,2023-02-08,1,,1,,100
city_013,2023-02-08,1,,,,
city_036,2023-02-08,7,,1,,100
city_045,2023-02-08,2,,1,,100
city_047,2023-02-08,5,,2,,100
city_068,2023-02-08,1,,,,
city_078,2023-02-08,6,,4,,100
city_079,2023-02-08,1,,1,,100
city_081,2023-02-08,1,,,,
city_121,2023-02-08,1,,,,
city_125,2023-02-08,6,,3,,100
city_133,2023-02-08,1,,1,,100
city_144,2023-02-08,2,,,,
city_160,2023-02-08,2,,,,
city_173,2023-02-08,5,,,,
city_223,2023-02-08,1,,,,
city_252,2023-02-08,1,,,,
city_264,2023-02-08,1,,,,
city_290,2023-02-08,7,,2,,100
city_300,2023-02-08,1,,,,
city_345,2023-02-08,1,,,,
city_374,2023-02-08,21,3,6,50,100
city_386,2023-02-08,1,,,,
"Miami, FL",2023-02-08,6,,2,,150
city_411,2023-02-08,2,,,,
city_440,2023-02-08,3,1,1,50,100
city_447,2023-02-08,37,2,12,50,100
city_463,2023-02-08,1,,,,
city_467,2023-02-08,1,,,,
city_471,2023-02-08,1,,,,
city_480,2023-02-08,2,,,,
city_494,2023-02-08,2,,,,
city_495,2023-02-08,6,,,,
city_499,2023-02-08,1,1,,50,
city_510,2023-02-08,3,,,,
city_511,2023-02-08,1,,,,
city_515,2023-02-08,1,,,,
city_516,2023-02-08,1,,,,
city_529,2023-02-08,1,,,,
city_530,2023-02-08,1,,,,
city_532,2023-02-08,1,,,,
city_538,2023-02-08,2,,,,
city_548,2023-02-08,2,,,,
city_552,2023-02-08,1,,,,
city_554,2023-02-08,1,,1,,100
city_556,2023-02-08,1,,,,
city_558,2023-02-08,4,,,,
"San Francisco, CA",2023-02-08,15,1,4,70,150
city_574,2023-02-08,5,1,,50,
city_619,2023-02-08,1,,,,
city_629,2023-02-08,3,,,,
city_673,2023-02-08,7,1,1,50,100
city_692,2023-02-08,2,,,,
city_704,2023-02-09,2,,,,
city_005,2023-02-09,1,,,,
city_014,2023-02-09,1,,,,
city_030,2023-02-09,1,,,,
city_036,2023-02-09,4,,1,,100
city_045,2023-02-09,3,,,,
city_047,2023-02-09,6,,1,,100
city_051,2023-02-09,1,,,,
city_078,2023-02-09,4,,,,
city_121,2023-02-09,4,,,,
city_125,2023-02-09,3,,,,
city_127,2023-02-09,2,,1,,100
city_133,2023-02-09,1,,,,
city_160,2023-02-09,4,,2,,100
city_173,2023-02-09,6,1,,50,
city_175,2023-02-09,2,,,,
city_176,2023-02-09,3,,,,
city_186,2023-02-09,1,,,,
city_213,2023-02-09,1,,,,
city_216,2023-02-09,1,,,,
city_223,2023-02-09,2,,,,
city_254,2023-02-09,1,,,,
city_273,2023-02-09,1,,,,
city_290,2023-02-09,3,,,,
city_306,2023-02-09,2,,,,
city_345,2023-02-09,1,,,,
city_346,2023-02-09,1,,,,
city_351,2023-02-09,5,,3,,100
city_364,2023-02-09,1,1,,50,
city_374,2023-02-09,16,2,2,50,100
"Miami, FL",2023-02-09,3,,1,,150
city_429,2023-02-09,1,,,,
city_437,2023-02-09,1,,,,
city_440,2023-02-09,2,,1,,100
city_447,2023-02-09,34,5,3,50,100
city_452,2023-02-09,1,,,,
city_471,2023-02-09,2,,,,
city_472,2023-02-09,1,,,,
city_480,2023-02-09,2,,1,,100
city_494,2023-02-09,1,,1,,100
city_495,2023-02-09,5,,1,,100
city_508,2023-02-09,1,,1,,100
city_510,2023-02-09,4,,,,
city_512,2023-02-09,2,,1,,100
city_522,2023-02-09,1,,,,
city_529,2023-02-09,1,,,,
city_532,2023-02-09,4,,3,,100
city_556,2023-02-09,2,,1,,100
city_559,2023-02-09,3,,,,
"San Francisco, CA",2023-02-09,7,2,1,70,150
city_561,2023-02-09,2,,,,
city_568,2023-02-09,1,,1,,100
city_569,2023-02-09,1,,,,
city_574,2023-02-09,7,1,,50,
city_599,2023-02-09,1,,,,
city_607,2023-02-09,3,,,,
city_629,2023-02-09,3,,1,,100
city_640,2023-02-09,1,,,,
city_643,2023-02-09,1,,,,
city_645,2023-02-09,2,,,,
city_669,2023-02-09,1,,,,
city_673,2023-02-09,5,1,,50,
city_703,2023-02-09,1,,,,
city_005,2023-02-10,1,,,,
city_013,2023-02-10,1,,,,
city_036,2023-02-10,9,2,3,50,100
city_045,2023-02-10,1,,1,,100
city_047,2023-02-10,1,,1,,100
city_076,2023-02-10,1,,,,
city_078,2023-02-10,2,,,,
city_079,2023-02-10,1,,,,
city_084,2023-02-10,1,,,,
city_088,2023-02-10,2,,,,
city_093,2023-02-10,1,,,,
city_120,2023-02-10,1,1,,50,
city_121,2023-02-10,4,,1,,100
city_123,2023-02-10,1,,,,
city_125,2023-02-10,2,,,,
city_133,2023-02-10,2,,1,,100
city_144,2023-02-10,3,1,,50,
city_160,2023-02-10,6,,1,,100
city_167,2023-02-10,1,,,,
city_173,2023-02-10,5,1,3,50,100
city_175,2023-02-10,1,,,,
city_176,2023-02-10,1,,,,
city_177,2023-02-10,1,,,,
city_186,2023-02-10,2,,1,,100
city_199,2023-02-10,1,,,,
city_205,2023-02-10,1,,,,
city_223,2023-02-10,1,,,,
city_235,2023-02-10,1,,1,,100
city_268,2023-02-10,1,,,,
city_290,2023-02-10,4,,,,
city_309,2023-02-10,1,,,,
city_321,2023-02-10,2,1,1,50,100
city_324,2023-02-10,1,,,,
city_345,2023-02-10,1,,,,
city_367,2023-02-10,1,,,,
city_374,2023-02-10,26,1,5,50,100
city_375,2023-02-10,1,,,,
"Miami, FL",2023-02-10,6,1,,70,
city_410,2023-02-10,1,,,,
city_411,2023-02-10,1,,,,
city_447,2023-02-10,40,3,8,50,100
city_452,2023-02-10,1,,,,
city_480,2023-02-10,1,,1,,100
city_494,2023-02-10,5,,,,
city_495,2023-02-10,4,,,,
city_499,2023-02-10,2,,1,,100
city_509,2023-02-10,1,,,,
city_510,2023-02-10,5,,,,
city_512,2023-02-10,1,,,,
city_513,2023-02-10,1,,,,
city_515,2023-02-10,1,,,,
city_516,2023-02-10,1,,,,
city_522,2023-02-10,6,,,,
city_529,2023-02-10,2,,,,
city_532,2023-02-10,1,,,,
city_535,2023-02-10,1,,,,
city_537,2023-02-10,2,1,,50,
city_538,2023-02-10,1,,,,
city_548,2023-02-10,2,,,,
city_554,2023-02-10,2,1,,50,
city_559,2023-02-10,3,,,,
"San Francisco, CA",2023-02-10,15,1,4,70,150
city_561,2023-02-10,3,,,,
city_569,2023-02-10,1,,1,,100
city_574,2023-02-10,9,,1,,100
city_590,2023-02-10,1,,1,,100
city_607,2023-02-10,2,1,,50,
city_614,2023-02-10,1,,,,
city_629,2023-02-10,3,,,,
city_640,2023-02-10,1,,,,
city_643,2023-02-10,1,,,,
city_673,2023-02-10,12,,1,,100
city_685,2023-02-10,1,,,,
city_704,2023-02-11,4,,,,
city_005,2023-02-11,1,,1,,100
city_021,2023-02-11,1,,,,
city_035,2023-02-11,1,,,,
city_036,2023-02-11,6,1,,50,
city_045,2023-02-11,5,,,,
city_047,2023-02-11,3,,,,
city_062,2023-02-11,1,,,,
city_078,2023-02-11,12,,1,,100
city_079,2023-02-11,2,,1,,100
city_088,2023-02-11,3,,1,,100
city_093,2023-02-11,2,,1,,100
city_106,2023-02-11,1,,1,,100
city_121,2023-02-11,6,,1,,100
city_125,2023-02-11,5,2,,50,
city_126,2023-02-11,1,,,,
city_127,2023-02-11,1,,,,
city_144,2023-02-11,1,,,,
city_160,2023-02-11,3,,3,,100
city_173,2023-02-11,4,,1,,100
city_176,2023-02-11,1,,,,
city_191,2023-02-11,1,,,,
city_205,2023-02-11,1,,1,,100
city_247,2023-02-11,1,,,,
city_272,2023-02-11,1,,,,
city_290,2023-02-11,1,,1,,100
city_291,2023-02-11,1,,,,
city_295,2023-02-11,1,,,,
city_306,2023-02-11,1,,,,
city_333,2023-02-11,1,,,,
city_344,2023-02-11,1,,,,
city_351,2023-02-11,2,,,,
city_354,2023-02-11,1,,,,
city_359,2023-02-11,1,,,,
city_374,2023-02-11,27,3,5,50,100
city_386,2023-02-11,1,,,,
city_399,2023-02-11,1,,,,
"Miami, FL",2023-02-11,6,,1,,150
city_407,2023-02-11,1,,,,
city_411,2023-02-11,1,,,,
city_440,2023-02-11,2,,,,
city_447,2023-02-11,37,6,10,50,100
city_459,2023-02-11,1,,,,
city_464,2023-02-11,1,,,,
city_467,2023-02-11,1,,,,
city_471,2023-02-11,3,,,,
city_485,2023-02-11,1,,,,
city_492,2023-02-11,1,,,,
city_494,2023-02-11,7,,1,,100
city_495,2023-02-11,5,,1,,100
city_499,2023-02-11,2,,,,
city_508,2023-02-11,1,,,,
city_509,2023-02-11,1,,,,
city_510,2023-02-11,9,,,,
city_512,2023-02-11,2,,,,
city_522,2023-02-11,9,,,,
city_526,2023-02-11,2,,1,,100
city_529,2023-02-11,1,,,,
city_532,2023-02-11,1,,1,,100
city_552,2023-02-11,1,,,,
city_556,2023-02-11,2,,,,
city_558,2023-02-11,1,,,,
city_559,2023-02-11,6,,1,,100
"San Francisco, CA",2023-02-11,22,,4,,150
city_561,2023-02-11,7,,1,,100
city_562,2023-02-11,1,,,,
city_565,2023-02-11,1,,,,
city_574,2023-02-11,16,2,2,50,100
city_589,2023-02-11,2,,,,
city_602,2023-02-11,1,,1,,100
city_607,2023-02-11,2,,,,
city_629,2023-02-11,4,,,,
city_643,2023-02-11,3,,,,
city_654,2023-02-11,1,,,,
city_673,2023-02-11,16,3,4,50,100
city_704,2023-02-12,2,,,,
city_009,2023-02-12,1,,1,,100
city_027,2023-02-12,2,,,,
city_036,2023-02-12,11,,3,,100
city_045,2023-02-12,8,,1,,100
city_046,2023-02-12,1,,,,
city_047,2023-02-12,2,,1,,100
city_078,2023-02-12,16,2,2,50,100
city_088,2023-02-12,3,,1,,100
city_106,2023-02-12,1,,,,
city_117,2023-02-12,1,,,,
city_121,2023-02-12,2,,,,
city_125,2023-02-12,4,1,1,50,100
city_140,2023-02-12,1,,,,
city_144,2023-02-12,2,1,,50,
city_160,2023-02-12,10,1,1,50,100
city_167,2023-02-12,1,,,,
city_172,2023-02-12,1,,,,
city_173,2023-02-12,3,1,1,50,100
city_176,2023-02-12,1,,,,
city_235,2023-02-12,1,,,,
city_260,2023-02-12,1,,,,
city_273,2023-02-12,2,,,,
city_290,2023-02-12,4,,,,
city_295,2023-02-12,1,,,,
city_306,2023-02-12,1,,,,
city_324,2023-02-12,1,,,,
city_328,2023-02-12,1,,,,
city_329,2023-02-12,2,,,,
city_333,2023-02-12,1,,,,
city_339,2023-02-12,1,,1,,100
city_345,2023-02-12,1,,,,
city_346,2023-02-12,1,,,,
city_351,2023-02-12,1,,,,
city_364,2023-02-12,2,,,,
city_367,2023-02-12,1,,,,
city_374,2023-02-12,35,3,5,50,100
city_375,2023-02-12,1,,,,
city_384,2023-02-12,1,1,,50,
city_387,2023-02-12,1,,,,
"Miami, FL",2023-02-12,7,,,,
city_410,2023-02-12,1,,,,
city_411,2023-02-12,3,,2,,100
city_414,2023-02-12,2,,,,
city_440,2023-02-12,2,,,,
city_443,2023-02-12,1,,,,
city_447,2023-02-12,57,6,11,50,100
city_486,2023-02-12,1,,1,,100
city_494,2023-02-12,8,,2,,100
city_495,2023-02-12,4,,1,,100
city_508,2023-02-12,1,,,,
city_510,2023-02-12,4,,1,,100
city_512,2023-02-12,2,,1,,100
city_522,2023-02-12,1,,,,
city_529,2023-02-12,2,,,,
city_532,2023-02-12,2,,,,
city_538,2023-02-12,1,,1,,100
city_539,2023-02-12,1,,,,
city_548,2023-02-12,4,,,,
city_556,2023-02-12,1,,,,
city_559,2023-02-12,10,2,2,50,100
"San Francisco, CA",2023-02-12,24,3,5,70,150
city_561,2023-02-12,7,,1,,100
city_562,2023-02-12,1,,1,,100
city_566,2023-02-12,2,,,,
city_574,2023-02-12,14,,3,,100
city_607,2023-02-12,5,1,,50,
city_626,2023-02-12,2,,,,
city_629,2023-02-12,4,,,,
city_640,2023-02-12,1,,,,
city_643,2023-02-12,1,,,,
city_673,2023-02-12,14,,2,,100
city_679,2023-02-12,1,,,,
city_686,2023-02-12,1,,,,
city_688,2023-02-12,1,,,,
city_009,2023-02-13,1,,,,
city_016,2023-02-13,1,,,,
city_036,2023-02-13,7,,,,
city_045,2023-02-13,4,,1,,100
city_046,2023-02-13,1,,,,
city_047,2023-02-13,1,,,,
city_063,2023-02-13,1,,,,
city_064,2023-02-13,1,,,,
city_076,2023-02-13,1,,,,
city_078,2023-02-13,6,1,2,50,100
city_079,2023-02-13,1,,,,
city_085,2023-02-13,1,,,,
city_088,2023-02-13,1,,1,,100
city_121,2023-02-13,3,,,,
city_123,2023-02-13,1,,,,
city_125,2023-02-13,2,,,,
city_133,2023-02-13,1,,1,,100
city_157,2023-02-13,1,,,,
city_160,2023-02-13,6,,2,,100
city_167,2023-02-13,1,,,,
city_173,2023-02-13,3,,,,
city_176,2023-02-13,1,,,,
city_186,2023-02-13,1,,,,
city_213,2023-02-13,1,,,,
city_254,2023-02-13,3,,1,,100
city_260,2023-02-13,1,,,,
city_264,2023-02-13,1,,,,
city_290,2023-02-13,2,,,,
city_324,2023-02-13,1,,,,
city_338,2023-02-13,1,,1,,100
city_346,2023-02-13,1,,,,
city_351,2023-02-13,1,,,,
city_359,2023-02-13,1,,,,
city_367,2023-02-13,1,,,,
city_374,2023-02-13,13,1,4,50,100
city_384,2023-02-13,2,,,,
"Miami, FL",2023-02-13,5,1,,70,
city_410,2023-02-13,1,,,,
city_411,2023-02-13,2,,,,
city_437,2023-02-13,1,,1,,100
city_439,2023-02-13,1,,,,
city_440,2023-02-13,4,,2,,100
city_447,2023-02-13,31,4,7,50,100
city_466,2023-02-13,1,,,,
city_471,2023-02-13,2,,,,
city_480,2023-02-13,1,,,,
city_494,2023-02-13,4,,,,
city_495,2023-02-13,5,,1,,100
city_510,2023-02-13,2,,,,
city_516,2023-02-13,1,,,,
city_522,2023-02-13,2,,,,
city_526,2023-02-13,1,,,,
city_527,2023-02-13,1,,,,
city_548,2023-02-13,2,,1,,100
city_552,2023-02-13,1,,,,
city_555,2023-02-13,2,,,,
city_558,2023-02-13,2,,,,
city_559,2023-02-13,5,,1,,100
"San Francisco, CA",2023-02-13,10,1,2,70,150
city_561,2023-02-13,3,,,,
city_574,2023-02-13,8,,1,,100
city_607,2023-02-13,1,,,,
city_629,2023-02-13,2,,,,
city_634,2023-02-13,1,,,,
city_639,2023-02-13,1,,,,
city_643,2023-02-13,1,,1,,100
city_660,2023-02-13,1,,,,
city_673,2023-02-13,17,1,7,50,100
city_685,2023-02-13,1,,,,
city_001,2023-02-14,1,,,,
city_013,2023-02-14,1,,,,
city_016,2023-02-14,1,,1,,100
city_022,2023-02-14,1,1,,50,
city_036,2023-02-14,3,1,1,50,100
city_045,2023-02-14,3,,,,
city_062,2023-02-14,1,,,,
city_076,2023-02-14,1,,,,
city_078,2023-02-14,2,,,,
city_093,2023-02-14,1,,,,
city_113,2023-02-14,1,,,,
city_120,2023-02-14,1,,,,
city_121,2023-02-14,2,,1,,100
city_125,2023-02-14,8,,3,,100
city_133,2023-02-14,1,,,,
city_160,2023-02-14,4,,,,
city_172,2023-02-14,2,,,,
city_173,2023-02-14,4,1,2,50,100
city_186,2023-02-14,1,,,,
city_191,2023-02-14,1,,,,
city_246,2023-02-14,1,,,,
city_257,2023-02-14,1,,,,
city_290,2023-02-14,1,1,,50,
city_324,2023-02-14,1,,,,
city_326,2023-02-14,1,,,,
city_344,2023-02-14,1,,,,
city_351,2023-02-14,4,,,,
city_374,2023-02-14,21,2,2,50,100
city_375,2023-02-14,2,,1,,100
city_386,2023-02-14,1,,,,
city_399,2023-02-14,1,,,,
"Miami, FL",2023-02-14,3,1,,70,
city_411,2023-02-14,2,,,,
city_414,2023-02-14,1,,1,,100
city_435,2023-02-14,2,,,,
city_440,2023-02-14,3,,1,,100
city_447,2023-02-14,24,2,4,50,100
city_467,2023-02-14,1,,,,
city_473,2023-02-14,1,,,,
city_480,2023-02-14,2,,1,,100
city_494,2023-02-14,8,,1,,100
city_495,2023-02-14,4,,1,,100
city_510,2023-02-14,4,,1,,100
city_513,2023-02-14,1,,,,
city_516,2023-02-14,2,,,,
city_522,2023-02-14,2,,,,
city_523,2023-02-14,1,,,,
city_532,2023-02-14,3,1,,50,
city_538,2023-02-14,2,,,,
city_548,2023-02-14,3,,1,,100
city_556,2023-02-14,1,,,,
city_559,2023-02-14,2,,1,,100
"San Francisco, CA",2023-02-14,10,,1,,150
city_561,2023-02-14,1,,,,
city_566,2023-02-14,1,,1,,100
city_568,2023-02-14,1,,,,
city_569,2023-02-14,1,,,,
city_574,2023-02-14,7,,,,
city_599,2023-02-14,1,,,,
city_605,2023-02-14,1,,,,
city_607,2023-02-14,3,,,,
city_629,2023-02-14,1,,,,
city_673,2023-02-14,10,,5,,100
city_697,2023-02-14,1,,,,
city_702,2023-02-14,1,,,,
city_703,2023-02-14,1,,,,
city_704,2023-02-15,1,,,,
city_009,2023-02-15,2,,,,
city_013,2023-02-15,1,,,,
city_036,2023-02-15,2,,,,
city_045,2023-02-15,5,,,,
city_047,2023-02-15,3,,,,
city_063,2023-02-15,1,,1,,100
city_078,2023-02-15,4,1,,50,
city_079,2023-02-15,1,,,,
city_081,2023-02-15,2,,,,
city_088,2023-02-15,2,,,,
city_097,2023-02-15,1,,,,
city_119,2023-02-15,1,1,,50,
city_121,2023-02-15,1,,,,
city_125,2023-02-15,2,,1,,100
city_133,2023-02-15,2,,,,
city_136,2023-02-15,1,,,,
city_138,2023-02-15,1,,,,
city_144,2023-02-15,1,,,,
city_160,2023-02-15,1,,,,
city_173,2023-02-15,6,1,1,50,100
city_176,2023-02-15,2,,1,,100
city_186,2023-02-15,1,,,,
city_205,2023-02-15,1,,,,
city_213,2023-02-15,1,,,,
city_223,2023-02-15,1,,,,
city_271,2023-02-15,1,,,,
city_300,2023-02-15,1,,1,,100
city_321,2023-02-15,1,,,,
city_324,2023-02-15,1,,,,
city_333,2023-02-15,1,,1,,100
city_351,2023-02-15,1,,,,
city_374,2023-02-15,16,2,3,50,100
city_375,2023-02-15,1,,,,
city_384,2023-02-15,1,,,,
city_386,2023-02-15,1,,,,
"Miami, FL",2023-02-15,7,,,,
city_411,2023-02-15,2,,,,
city_440,2023-02-15,1,,,,
city_447,2023-02-15,33,2,11,50,100
city_452,2023-02-15,1,,,,
city_456,2023-02-15,1,,,,
city_459,2023-02-15,2,,,,
city_461,2023-02-15,1,,,,
city_471,2023-02-15,2,,,,
city_494,2023-02-15,4,1,2,50,100
city_495,2023-02-15,2,,,,
city_510,2023-02-15,3,1,,50,
city_516,2023-02-15,3,,,,
city_529,2023-02-15,2,,,,
city_532,2023-02-15,1,,,,
city_555,2023-02-15,1,,,,
city_556,2023-02-15,1,,,,
city_559,2023-02-15,4,,,,
"San Francisco, CA",2023-02-15,7,1,1,70,150
city_561,2023-02-15,2,1,,50,
city_568,2023-02-15,1,,,,
city_574,2023-02-15,17,1,,50,
city_575,2023-02-15,1,,,,
city_607,2023-02-15,1,,,,
city_619,2023-02-15,1,,,,
city_629,2023-02-15,2,,1,,100
city_643,2023-02-15,1,,,,
city_659,2023-02-15,1,,,,
city_660,2023-02-15,1,1,,50,
city_673,2023-02-15,11,1,3,50,100
city_009,2023-02-16,1,,,,
city_013,2023-02-16,1,,,,
city_016,2023-02-16,1,,,,
city_036,2023-02-16,2,,1,,100
city_045,2023-02-16,3,,,,
city_078,2023-02-16,4,,,,
city_088,2023-02-16,2,,1,,100
city_093,2023-02-16,1,,,,
city_111,2023-02-16,1,,,,
city_121,2023-02-16,1,1,,50,
city_125,2023-02-16,3,,,,
city_133,2023-02-16,2,,1,,100
city_144,2023-02-16,1,,,,
city_150,2023-02-16,1,,,,
city_160,2023-02-16,10,,1,,100
city_173,2023-02-16,1,,,,
city_176,2023-02-16,1,,,,
city_212,2023-02-16,1,,,,
city_276,2023-02-16,1,1,,50,
city_290,2023-02-16,4,1,1,50,100
city_295,2023-02-16,1,,,,
city_296,2023-02-16,1,,1,,100
city_300,2023-02-16,1,,,,
city_324,2023-02-16,1,,,,
city_346,2023-02-16,1,,,,
city_351,2023-02-16,3,1,,50,
city_374,2023-02-16,20,1,4,50,100
city_375,2023-02-16,1,,,,
city_376,2023-02-16,1,,,,
city_384,2023-02-16,1,,,,
"Miami, FL",2023-02-16,8,,,,
city_440,2023-02-16,1,,,,
city_443,2023-02-16,1,,,,
city_447,2023-02-16,34,2,9,50,100
city_464,2023-02-16,1,,,,
city_474,2023-02-16,1,,1,,100
city_480,2023-02-16,1,,,,
city_494,2023-02-16,3,,1,,100
city_495,2023-02-16,4,,,,
city_499,2023-02-16,1,,,,
city_508,2023-02-16,1,,,,
city_510,2023-02-16,6,,,,
city_515,2023-02-16,1,,1,,100
city_516,2023-02-16,4,,,,
city_522,2023-02-16,1,,,,
city_532,2023-02-16,6,,2,,100
city_534,2023-02-16,1,,,,
city_548,2023-02-16,3,,,,
city_556,2023-02-16,1,,,,
city_559,2023-02-16,4,,,,
"San Francisco, CA",2023-02-16,13,,3,,150
city_561,2023-02-16,6,,,,
city_569,2023-02-16,1,,,,
city_572,2023-02-16,1,,,,
city_574,2023-02-16,7,1,1,50,100
city_673,2023-02-16,8,,,,
city_697,2023-02-16,1,,,,
city_009,2023-02-17,2,,,,
city_032,2023-02-17,1,,,,
city_036,2023-02-17,3,,1,,100
city_045,2023-02-17,4,1,1,50,100
city_078,2023-02-17,5,,2,,100
city_079,2023-02-17,1,,,,
city_081,2023-02-17,2,,,,
city_088,2023-02-17,2,,2,,100
city_093,2023-02-17,1,,,,
city_122,2023-02-17,2,,,,
city_125,2023-02-17,2,,1,,100
city_127,2023-02-17,1,,,,
city_138,2023-02-17,1,,,,
city_160,2023-02-17,2,,1,,100
city_173,2023-02-17,5,,,,
city_176,2023-02-17,1,,,,
city_186,2023-02-17,1,,,,
city_204,2023-02-17,1,,,,
city_257,2023-02-17,1,,,,
city_283,2023-02-17,1,,,,
city_290,2023-02-17,4,,,,
city_314,2023-02-17,1,,,,
city_333,2023-02-17,1,,,,
city_351,2023-02-17,1,,,,
city_367,2023-02-17,1,,,,
city_374,2023-02-17,21,,10,,100
city_387,2023-02-17,1,,,,
city_399,2023-02-17,1,,1,,100
"Miami, FL",2023-02-17,7,,,,
city_440,2023-02-17,1,,,,
city_443,2023-02-17,1,,,,
city_447,2023-02-17,37,3,6,50,100
city_452,2023-02-17,1,,,,
city_467,2023-02-17,1,,,,
city_471,2023-02-17,1,,,,
city_494,2023-02-17,3,,,,
city_495,2023-02-17,3,,,,
city_510,2023-02-17,2,,,,
city_515,2023-02-17,1,,,,
city_522,2023-02-17,1,1,,50,
city_523,2023-02-17,1,,,,
city_532,2023-02-17,4,2,,50,
city_548,2023-02-17,4,,,,
city_552,2023-02-17,1,,,,
city_556,2023-02-17,1,,,,
city_558,2023-02-17,1,,,,
city_559,2023-02-17,4,2,1,50,100
"San Francisco, CA",2023-02-17,11,,1,,150
city_561,2023-02-17,4,,2,,100
city_562,2023-02-17,1,1,,50,
city_566,2023-02-17,1,,,,
city_568,2023-02-17,1,,,,
city_574,2023-02-17,6,,1,,100
city_599,2023-02-17,1,,,,
city_629,2023-02-17,1,,,,
city_643,2023-02-17,1,,,,
city_673,2023-02-17,11,2,3,50,100
city_688,2023-02-17,1,,,,
city_009,2023-02-18,1,,1,,100
city_023,2023-02-18,1,,,,
city_036,2023-02-18,1,,,,
city_037,2023-02-18,1,,1,,100
city_045,2023-02-18,5,,,,
city_047,2023-02-18,2,,,,
city_076,2023-02-18,1,,,,
city_078,2023-02-18,7,1,,50,
city_088,2023-02-18,2,,1,,100
city_106,2023-02-18,1,,,,
city_121,2023-02-18,2,,,,
city_122,2023-02-18,1,,,,
city_125,2023-02-18,5,,,,
city_127,2023-02-18,2,,,,
city_133,2023-02-18,1,,,,
city_144,2023-02-18,3,,,,
city_145,2023-02-18,1,,,,
city_146,2023-02-18,1,,,,
city_156,2023-02-18,1,,,,
city_159,2023-02-18,1,,,,
city_160,2023-02-18,4,,1,,100
city_167,2023-02-18,1,,,,
city_173,2023-02-18,4,,2,,100
city_213,2023-02-18,1,,,,
city_238,2023-02-18,1,,,,
city_254,2023-02-18,1,,,,
city_257,2023-02-18,1,,,,
city_264,2023-02-18,1,,,,
city_290,2023-02-18,2,,,,
city_300,2023-02-18,2,,,,
city_306,2023-02-18,1,,,,
city_326,2023-02-18,1,,1,,100
city_345,2023-02-18,1,,,,
city_351,2023-02-18,2,,,,
city_354,2023-02-18,1,,,,
city_374,2023-02-18,26,1,9,50,100
city_375,2023-02-18,1,,,,
"Miami, FL",2023-02-18,10,,,,
city_411,2023-02-18,1,,1,,100
city_440,2023-02-18,1,,,,
city_443,2023-02-18,1,,,,
city_447,2023-02-18,35,,8,,100
city_452,2023-02-18,2,,,,
city_461,2023-02-18,1,,1,,100
city_471,2023-02-18,1,,,,
city_480,2023-02-18,1,,,,
city_494,2023-02-18,7,,,,
city_495,2023-02-18,6,,1,,100
city_499,2023-02-18,1,,,,
city_501,2023-02-18,1,,,,
city_510,2023-02-18,3,,,,
city_512,2023-02-18,1,,,,
city_516,2023-02-18,1,,1,,100
city_522,2023-02-18,3,,,,
city_529,2023-02-18,1,,,,
city_532,2023-02-18,5,,2,,100
city_538,2023-02-18,1,,,,
city_548,2023-02-18,4,,,,
city_556,2023-02-18,2,,,,
city_558,2023-02-18,1,,1,,100
city_559,2023-02-18,7,1,2,50,100
"San Francisco, CA",2023-02-18,15,2,1,70,150
city_561,2023-02-18,3,,,,
city_562,2023-02-18,3,,,,
city_568,2023-02-18,1,,,,
city_574,2023-02-18,8,1,,50,
city_607,2023-02-18,3,,,,
city_619,2023-02-18,1,,,,
city_620,2023-02-18,1,,,,
city_629,2023-02-18,1,,,,
city_645,2023-02-18,1,,,,
city_673,2023-02-18,11,,1,,100
city_704,2023-02-19,1,,,,
